	Phase	Room	Time	Mouse One	Mouse Two
740	PHASE 1 dark	4	727.7449998855591	0065-0136659288	0065-0136661759
741	PHASE 1 light	4	518.1680002212524	0065-0136659288	0065-0136661759
742	PHASE 2 dark	4	666.8719997406006	0065-0136659288	0065-0136661759
743	PHASE 3 dark	4	2.3320000171661377	0065-0136659288	0065-0136661759
744	PHASE 1 dark	1	10782.529000043869	0065-0136659288	0065-0136665886
745	PHASE 1 light	1	30883.619999170303	0065-0136659288	0065-0136665886
746	PHASE 2 dark	1	10377.776002407074	0065-0136659288	0065-0136665886
747	PHASE 2 light	1	21.62000012397766	0065-0136659288	0065-0136665886
748	PHASE 3 dark	1	4624.629999637604	0065-0136659288	0065-0136665886
749	PHASE 3 light	1	6424.180999755859	0065-0136659288	0065-0136665886
750	PHASE 1 dark	2	1007.3620002269745	0065-0136659288	0065-0136665886
751	PHASE 1 light	2	228.1630003452301	0065-0136659288	0065-0136665886
752	PHASE 2 dark	2	2273.53600025177	0065-0136659288	0065-0136665886
753	PHASE 2 light	2	35570.18699812889	0065-0136659288	0065-0136665886
754	PHASE 3 dark	2	15958.656999826431	0065-0136659288	0065-0136665886
755	PHASE 3 light	2	23536.026998996735	0065-0136659288	0065-0136665886
756	PHASE 1 dark	3	3396.8409996032715	0065-0136659288	0065-0136665886
757	PHASE 1 light	3	87.62200021743774	0065-0136659288	0065-0136665886
758	PHASE 2 dark	3	662.0280005931854	0065-0136659288	0065-0136665886
759	PHASE 2 light	3	14.008999824523926	0065-0136659288	0065-0136665886
760	PHASE 3 dark	3	277.78299951553345	0065-0136659288	0065-0136665886
761	PHASE 3 light	3	4.815999984741211	0065-0136659288	0065-0136665886
762	PHASE 1 dark	4	808.8999996185303	0065-0136659288	0065-0136665886
763	PHASE 1 light	4	1624.1439998149872	0065-0136659288	0065-0136665886
764	PHASE 2 dark	4	1888.330001115799	0065-0136659288	0065-0136665886
765	PHASE 2 light	4	30.91699981689453	0065-0136659288	0065-0136665886
766	PHASE 3 dark	4	749.0179998874664	0065-0136659288	0065-0136665886
767	PHASE 3 light	4	2.508000135421753	0065-0136659288	0065-0136665886
768	PHASE 1 dark	1	12028.109998464584	0065-0136659288	0065-0136667521
769	PHASE 1 light	1	32753.163999319077	0065-0136659288	0065-0136667521
770	PHASE 2 dark	1	12068.520998716354	0065-0136659288	0065-0136667521
771	PHASE 3 dark	1	9481.768998861313	0065-0136659288	0065-0136667521
772	PHASE 3 light	1	12212.102000236511	0065-0136659288	0065-0136667521
773	PHASE 1 dark	2	1047.5720007419586	0065-0136659288	0065-0136667521
774	PHASE 1 light	2	21.73099994659424	0065-0136659288	0065-0136667521
775	PHASE 2 dark	2	1170.0389995574951	0065-0136659288	0065-0136667521
776	PHASE 2 light	2	38520.601999759674	0065-0136659288	0065-0136667521
777	PHASE 3 dark	2	6971.3919994831085	0065-0136659288	0065-0136667521
778	PHASE 3 light	2	22855.64899969101	0065-0136659288	0065-0136667521
779	PHASE 1 dark	3	2752.160999774933	0065-0136659288	0065-0136667521
780	PHASE 2 dark	3	732.2290000915527	0065-0136659288	0065-0136667521
781	PHASE 3 dark	3	528.7060010433197	0065-0136659288	0065-0136667521
782	PHASE 1 dark	4	1349.5040006637573	0065-0136659288	0065-0136667521
783	PHASE 1 light	4	738.0549998283386	0065-0136659288	0065-0136667521
784	PHASE 2 dark	4	2110.032000541687	0065-0136659288	0065-0136667521
785	PHASE 2 light	4	241.60300016403198	0065-0136659288	0065-0136667521
786	PHASE 3 dark	4	2679.3250000476837	0065-0136659288	0065-0136667521
787	PHASE 3 light	4	426.5609998703003	0065-0136659288	0065-0136667521
788	PHASE 1 dark	1	4083.4579994678497	0065-0136659288	0065-0136670531
789	PHASE 1 light	1	34759.4819984436	0065-0136659288	0065-0136670531
790	PHASE 2 dark	1	14345.337999105453	0065-0136659288	0065-0136670531
791	PHASE 2 light	1	5.383000135421753	0065-0136659288	0065-0136670531
792	PHASE 3 dark	1	9035.982999801636	0065-0136659288	0065-0136670531
793	PHASE 3 light	1	11307.081000089645	0065-0136659288	0065-0136670531
794	PHASE 1 dark	2	1437.1470005512238	0065-0136659288	0065-0136670531
795	PHASE 1 light	2	21.371000051498413	0065-0136659288	0065-0136670531
796	PHASE 2 dark	2	1398.0409994125366	0065-0136659288	0065-0136670531
797	PHASE 2 light	2	38185.51200032234	0065-0136659288	0065-0136670531
798	PHASE 3 dark	2	13942.979000091553	0065-0136659288	0065-0136670531
799	PHASE 3 light	2	23569.847998857498	0065-0136659288	0065-0136670531
800	PHASE 1 dark	3	5889.120000362396	0065-0136659288	0065-0136670531
801	PHASE 1 light	3	86.45300006866455	0065-0136659288	0065-0136670531
802	PHASE 2 dark	3	129.25999975204468	0065-0136659288	0065-0136670531
803	PHASE 2 light	3	2.68399977684021	0065-0136659288	0065-0136670531
804	PHASE 3 dark	3	30.460000038146973	0065-0136659288	0065-0136670531
805	PHASE 1 dark	4	497.70200085639954	0065-0136659288	0065-0136670531
806	PHASE 1 light	4	1097.6539998054504	0065-0136659288	0065-0136670531
807	PHASE 2 dark	4	1754.056000471115	0065-0136659288	0065-0136670531
808	PHASE 3 dark	4	601.2039997577667	0065-0136659288	0065-0136670531
809	PHASE 1 dark	1	11116.580999612808	0065-0136659288	0065-0136671473
810	PHASE 1 light	1	31706.89499926567	0065-0136659288	0065-0136671473
811	PHASE 2 dark	1	9976.66799902916	0065-0136659288	0065-0136671473
812	PHASE 3 dark	1	9177.651999235153	0065-0136659288	0065-0136671473
813	PHASE 3 light	1	12733.560000181198	0065-0136659288	0065-0136671473
814	PHASE 1 dark	2	2542.9850010871887	0065-0136659288	0065-0136671473
815	PHASE 1 light	2	57.94799995422363	0065-0136659288	0065-0136671473
816	PHASE 2 dark	2	2870.0989995002747	0065-0136659288	0065-0136671473
817	PHASE 2 light	2	37362.05000042915	0065-0136659288	0065-0136671473
818	PHASE 3 dark	2	7407.502000808716	0065-0136659288	0065-0136671473
819	PHASE 3 light	2	22572.80399942398	0065-0136659288	0065-0136671473
820	PHASE 1 dark	3	1742.838000535965	0065-0136659288	0065-0136671473
821	PHASE 1 light	3	60.31100010871887	0065-0136659288	0065-0136671473
822	PHASE 2 dark	3	803.5420000553131	0065-0136659288	0065-0136671473
823	PHASE 2 light	3	34.13800001144409	0065-0136659288	0065-0136671473
824	PHASE 3 dark	3	796.7680006027222	0065-0136659288	0065-0136671473
825	PHASE 3 light	3	2.2760000228881836	0065-0136659288	0065-0136671473
826	PHASE 1 dark	4	1523.1469995975494	0065-0136659288	0065-0136671473
827	PHASE 1 light	4	1335.0360000133514	0065-0136659288	0065-0136671473
828	PHASE 2 dark	4	2018.275000333786	0065-0136659288	0065-0136671473
829	PHASE 2 light	4	497.21799969673157	0065-0136659288	0065-0136671473
830	PHASE 3 dark	4	2018.8150007724762	0065-0136659288	0065-0136671473
831	PHASE 3 light	4	366.33899974823	0065-0136659288	0065-0136671473
832	PHASE 1 dark	1	10546.556999921799	0065-0136659288	0065-0136673193
833	PHASE 1 light	1	35287.69599843025	0065-0136659288	0065-0136673193
834	PHASE 2 dark	1	14170.985000371933	0065-0136659288	0065-0136673193
835	PHASE 2 light	1	1.261000156402588	0065-0136659288	0065-0136673193
836	PHASE 3 dark	1	7230.987000465393	0065-0136659288	0065-0136673193
837	PHASE 3 light	1	11234.722999572754	0065-0136659288	0065-0136673193
838	PHASE 1 dark	2	733.5590012073517	0065-0136659288	0065-0136673193
839	PHASE 2 dark	2	1375.1180002689362	0065-0136659288	0065-0136673193
840	PHASE 2 light	2	38265.05199956894	0065-0136659288	0065-0136673193
841	PHASE 3 dark	2	15013.78299999237	0065-0136659288	0065-0136673193
842	PHASE 3 light	2	24722.35699915886	0065-0136659288	0065-0136673193
843	PHASE 1 dark	3	5936.770000934601	0065-0136659288	0065-0136673193
844	PHASE 1 light	3	61.50999999046326	0065-0136659288	0065-0136673193
845	PHASE 2 dark	3	116.99500036239624	0065-0136659288	0065-0136673193
846	PHASE 2 light	3	19.94700002670288	0065-0136659288	0065-0136673193
847	PHASE 3 dark	3	317.44000029563904	0065-0136659288	0065-0136673193
848	PHASE 1 dark	4	818.3410000801086	0065-0136659288	0065-0136673193
849	PHASE 1 light	4	847.5809996128082	0065-0136659288	0065-0136673193
850	PHASE 2 dark	4	1087.1850004196167	0065-0136659288	0065-0136673193
851	PHASE 2 light	4	305.36899995803833	0065-0136659288	0065-0136673193
852	PHASE 3 dark	4	2161.297999858856	0065-0136659288	0065-0136673193
853	PHASE 1 dark	1	9156.819001436234	0065-0136659459	0065-0136660676
854	PHASE 1 light	1	24324.44100046158	0065-0136659459	0065-0136660676
855	PHASE 2 dark	1	12064.263999462128	0065-0136659459	0065-0136660676
856	PHASE 2 light	1	34.36899995803833	0065-0136659459	0065-0136660676
857	PHASE 3 dark	1	16810.86599969864	0065-0136659459	0065-0136660676
858	PHASE 3 light	1	6620.603000879288	0065-0136659459	0065-0136660676
859	PHASE 1 dark	2	1060.5729999542236	0065-0136659459	0065-0136660676
860	PHASE 1 light	2	9.013000249862671	0065-0136659459	0065-0136660676
861	PHASE 2 dark	2	1616.5399997234344	0065-0136659459	0065-0136660676
862	PHASE 2 light	2	35563.22700023651	0065-0136659459	0065-0136660676
863	PHASE 3 dark	2	2925.9709990024567	0065-0136659459	0065-0136660676
864	PHASE 3 light	2	21458.496000289917	0065-0136659459	0065-0136660676
865	PHASE 1 dark	3	7624.609000921249	0065-0136659459	0065-0136660676
866	PHASE 1 light	3	60.78800010681152	0065-0136659459	0065-0136660676
867	PHASE 2 dark	3	1606.0430002212524	0065-0136659459	0065-0136660676
868	PHASE 2 light	3	30.056999683380127	0065-0136659459	0065-0136660676
869	PHASE 3 dark	3	1631.8639996051788	0065-0136659459	0065-0136660676
870	PHASE 3 light	3	178.9529995918274	0065-0136659459	0065-0136660676
871	PHASE 1 dark	4	1120.8979995250702	0065-0136659459	0065-0136660676
872	PHASE 1 light	4	246.06900024414062	0065-0136659459	0065-0136660676
873	PHASE 2 dark	4	1577.7750008106232	0065-0136659459	0065-0136660676
874	PHASE 2 light	4	223.45800018310547	0065-0136659459	0065-0136660676
875	PHASE 3 dark	4	889.9470007419586	0065-0136659459	0065-0136660676
876	PHASE 3 light	4	239.7620005607605	0065-0136659459	0065-0136660676
877	PHASE 1 dark	1	9675.757000684738	0065-0136659459	0065-0136661759
878	PHASE 1 light	1	24180.73499941826	0065-0136659459	0065-0136661759
879	PHASE 2 dark	1	20559.9450006485	0065-0136659459	0065-0136661759
880	PHASE 3 dark	1	7651.802000284195	0065-0136659459	0065-0136661759
881	PHASE 3 light	1	9135.007999420166	0065-0136659459	0065-0136661759
882	PHASE 1 dark	2	423.1460015773773	0065-0136659459	0065-0136661759
883	PHASE 2 dark	2	864.9739999771118	0065-0136659459	0065-0136661759
884	PHASE 2 light	2	36665.68900156021	0065-0136659459	0065-0136661759
885	PHASE 3 dark	2	8621.687999486923	0065-0136659459	0065-0136661759
886	PHASE 3 light	2	24527.558999300003	0065-0136659459	0065-0136661759
887	PHASE 1 dark	3	9283.728000164032	0065-0136659459	0065-0136661759
888	PHASE 1 light	3	15.547000169754028	0065-0136659459	0065-0136661759
889	PHASE 2 dark	3	36.49499988555908	0065-0136659459	0065-0136661759
890	PHASE 2 light	3	3.4719998836517334	0065-0136659459	0065-0136661759
891	PHASE 3 dark	3	295.6850001811981	0065-0136659459	0065-0136661759
892	PHASE 1 dark	4	832.1330006122589	0065-0136659459	0065-0136661759
893	PHASE 1 light	4	1360.2610003948212	0065-0136659459	0065-0136661759
894	PHASE 2 dark	4	825.5180003643036	0065-0136659459	0065-0136661759
895	PHASE 3 dark	4	1.2999999523162842	0065-0136659459	0065-0136661759
896	PHASE 3 light	4	74.9670000076294	0065-0136659459	0065-0136661759
897	PHASE 1 dark	1	9811.96900010109	0065-0136659459	0065-0136665886
898	PHASE 1 light	1	20765.191999673843	0065-0136659459	0065-0136665886
899	PHASE 2 dark	1	13531.860001087189	0065-0136659459	0065-0136665886
900	PHASE 2 light	1	41.13699984550476	0065-0136659459	0065-0136665886
901	PHASE 3 dark	1	5074.397000074387	0065-0136659459	0065-0136665886
902	PHASE 3 light	1	6791.575000047684	0065-0136659459	0065-0136665886
903	PHASE 1 dark	2	1430.5729994773865	0065-0136659459	0065-0136665886
904	PHASE 1 light	2	38.85300016403198	0065-0136659459	0065-0136665886
905	PHASE 2 dark	2	2510.024001121521	0065-0136659459	0065-0136665886
906	PHASE 2 light	2	33759.45399928093	0065-0136659459	0065-0136665886
907	PHASE 3 dark	2	8813.204999923706	0065-0136659459	0065-0136665886
908	PHASE 3 light	2	24171.5710003376	0065-0136659459	0065-0136665886
909	PHASE 1 dark	3	8564.13700056076	0065-0136659459	0065-0136665886
910	PHASE 1 light	3	72.19000005722046	0065-0136659459	0065-0136665886
911	PHASE 2 dark	3	1294.5739996433258	0065-0136659459	0065-0136665886
912	PHASE 2 light	3	60.67899990081787	0065-0136659459	0065-0136665886
913	PHASE 3 dark	3	295.86200046539307	0065-0136659459	0065-0136665886
914	PHASE 3 light	3	17.50100016593933	0065-0136659459	0065-0136665886
915	PHASE 1 dark	4	859.3879988193512	0065-0136659459	0065-0136665886
916	PHASE 1 light	4	1841.087000131607	0065-0136659459	0065-0136665886
917	PHASE 2 dark	4	2483.9219999313354	0065-0136659459	0065-0136665886
918	PHASE 2 light	4	28.64299988746643	0065-0136659459	0065-0136665886
919	PHASE 3 dark	4	713.3619999885559	0065-0136659459	0065-0136665886
920	PHASE 3 light	4	119.51000022888184	0065-0136659459	0065-0136665886
921	PHASE 1 dark	1	10398.924000501633	0065-0136659459	0065-0136667521
922	PHASE 1 light	1	23027.2429997921	0065-0136659459	0065-0136667521
923	PHASE 2 dark	1	15936.715000152588	0065-0136659459	0065-0136667521
924	PHASE 2 light	1	30.74500012397766	0065-0136659459	0065-0136667521
925	PHASE 3 dark	1	13247.78800034523	0065-0136659459	0065-0136667521
926	PHASE 3 light	1	11454.118000030518	0065-0136659459	0065-0136667521
927	PHASE 1 dark	2	1117.9129996299744	0065-0136659459	0065-0136667521
928	PHASE 1 light	2	18.632999897003174	0065-0136659459	0065-0136667521
929	PHASE 2 dark	2	1368.690000295639	0065-0136659459	0065-0136667521
930	PHASE 2 light	2	36992.20200061798	0065-0136659459	0065-0136667521
931	PHASE 3 dark	2	3355.3199994564056	0065-0136659459	0065-0136667521
932	PHASE 3 light	2	21165.53100013733	0065-0136659459	0065-0136667521
933	PHASE 1 dark	3	7175.601999044418	0065-0136659459	0065-0136667521
934	PHASE 2 dark	3	693.6229996681213	0065-0136659459	0065-0136667521
935	PHASE 2 light	3	19.056999921798706	0065-0136659459	0065-0136667521
936	PHASE 3 dark	3	454.8520004749298	0065-0136659459	0065-0136667521
937	PHASE 3 light	3	52.17400002479553	0065-0136659459	0065-0136667521
938	PHASE 1 dark	4	1470.5870013237	0065-0136659459	0065-0136667521
939	PHASE 1 light	4	241.24500012397766	0065-0136659459	0065-0136667521
940	PHASE 2 dark	4	1904.8819987773895	0065-0136659459	0065-0136667521
941	PHASE 2 light	4	171.08000016212463	0065-0136659459	0065-0136667521
942	PHASE 3 dark	4	3053.463001012802	0065-0136659459	0065-0136667521
943	PHASE 3 light	4	194.24699997901917	0065-0136659459	0065-0136667521
944	PHASE 1 dark	1	3881.909999847412	0065-0136659459	0065-0136670531
945	PHASE 1 light	1	24620.765998840332	0065-0136659459	0065-0136670531
946	PHASE 2 dark	1	17696.748000860214	0065-0136659459	0065-0136670531
947	PHASE 2 light	1	34.57900023460388	0065-0136659459	0065-0136670531
948	PHASE 3 dark	1	10671.620000362396	0065-0136659459	0065-0136670531
949	PHASE 3 light	1	10142.573999881744	0065-0136659459	0065-0136670531
950	PHASE 1 dark	2	1162.7659997940063	0065-0136659459	0065-0136670531
951	PHASE 1 light	2	240.2829999923706	0065-0136659459	0065-0136670531
952	PHASE 2 dark	2	1432.1269993782043	0065-0136659459	0065-0136670531
953	PHASE 2 light	2	36844.081001758575	0065-0136659459	0065-0136670531
954	PHASE 3 dark	2	8329.72799873352	0065-0136659459	0065-0136670531
955	PHASE 3 light	2	21335.43600010872	0065-0136659459	0065-0136670531
956	PHASE 1 dark	3	10133.935000419617	0065-0136659459	0065-0136670531
957	PHASE 1 light	3	19.259000062942505	0065-0136659459	0065-0136670531
958	PHASE 2 dark	3	191.93800044059753	0065-0136659459	0065-0136670531
959	PHASE 2 light	3	91.63100004196167	0065-0136659459	0065-0136670531
960	PHASE 3 dark	3	147.239000082016	0065-0136659459	0065-0136670531
961	PHASE 1 dark	4	391.1899998188019	0065-0136659459	0065-0136670531
962	PHASE 1 light	4	1574.6749999523163	0065-0136659459	0065-0136670531
963	PHASE 2 dark	4	1272.2790007591248	0065-0136659459	0065-0136670531
964	PHASE 2 light	4	36.516000270843506	0065-0136659459	0065-0136670531
965	PHASE 3 dark	4	818.3000001907349	0065-0136659459	0065-0136670531
966	PHASE 1 dark	1	10414.379000663757	0065-0136659459	0065-0136671473
967	PHASE 1 light	1	22589.071999311447	0065-0136659459	0065-0136671473
968	PHASE 2 dark	1	14201.67399930954	0065-0136659459	0065-0136671473
969	PHASE 2 light	1	117.94599986076355	0065-0136659459	0065-0136671473
970	PHASE 3 dark	1	13418.788999319077	0065-0136659459	0065-0136671473
971	PHASE 3 light	1	12301.455999612808	0065-0136659459	0065-0136671473
972	PHASE 1 dark	2	2151.6429994106293	0065-0136659459	0065-0136671473
973	PHASE 1 light	2	161.97899985313416	0065-0136659459	0065-0136671473
974	PHASE 2 dark	2	3218.85799908638	0065-0136659459	0065-0136671473
975	PHASE 2 light	2	35640.082001924515	0065-0136659459	0065-0136671473
976	PHASE 3 dark	2	4632.1999979019165	0065-0136659459	0065-0136671473
977	PHASE 3 light	2	21487.145000219345	0065-0136659459	0065-0136671473
978	PHASE 1 dark	3	4841.835999965668	0065-0136659459	0065-0136671473
979	PHASE 1 light	3	51.97000002861023	0065-0136659459	0065-0136671473
980	PHASE 2 dark	3	844.3849999904633	0065-0136659459	0065-0136671473
981	PHASE 2 light	3	149.72800016403198	0065-0136659459	0065-0136671473
982	PHASE 3 dark	3	848.5819993019104	0065-0136659459	0065-0136671473
983	PHASE 3 light	3	103.41400003433228	0065-0136659459	0065-0136671473
984	PHASE 1 dark	4	1058.0449995994568	0065-0136659459	0065-0136671473
985	PHASE 1 light	4	847.4959998130798	0065-0136659459	0065-0136671473
986	PHASE 2 dark	4	2243.9780011177063	0065-0136659459	0065-0136671473
987	PHASE 2 light	4	20.670000076293945	0065-0136659459	0065-0136671473
988	PHASE 3 dark	4	2490.196000814438	0065-0136659459	0065-0136671473
989	PHASE 3 light	4	55.361000061035156	0065-0136659459	0065-0136671473
990	PHASE 1 dark	1	9493.610999584198	0065-0136659459	0065-0136673193
991	PHASE 1 light	1	24371.613000154495	0065-0136659459	0065-0136673193
992	PHASE 2 dark	1	18660.668999910355	0065-0136659459	0065-0136673193
993	PHASE 3 dark	1	7558.330999851227	0065-0136659459	0065-0136673193
994	PHASE 3 light	1	10382.098999500275	0065-0136659459	0065-0136673193
995	PHASE 1 dark	2	635.5460007190704	0065-0136659459	0065-0136673193
996	PHASE 2 dark	2	1232.358999967575	0065-0136659459	0065-0136673193
997	PHASE 2 light	2	36371.05600094795	0065-0136659459	0065-0136673193
998	PHASE 3 dark	2	7894.121998548508	0065-0136659459	0065-0136673193
999	PHASE 3 light	2	23775.296000003815	0065-0136659459	0065-0136673193
1000	PHASE 1 dark	3	10217.288000106812	0065-0136659459	0065-0136673193
1001	PHASE 2 dark	3	176.0849997997284	0065-0136659459	0065-0136673193
1002	PHASE 2 light	3	29.776999950408936	0065-0136659459	0065-0136673193
1003	PHASE 3 dark	3	76.12300038337708	0065-0136659459	0065-0136673193
1004	PHASE 3 light	3	1.7579998970031738	0065-0136659459	0065-0136673193
1005	PHASE 1 dark	4	940.7099990844727	0065-0136659459	0065-0136673193
1006	PHASE 1 light	4	844.4190001487732	0065-0136659459	0065-0136673193
1007	PHASE 2 dark	4	1697.8750004768372	0065-0136659459	0065-0136673193
1008	PHASE 2 light	4	113.14400029182434	0065-0136659459	0065-0136673193
1009	PHASE 3 dark	4	2174.075000524521	0065-0136659459	0065-0136673193
1010	PHASE 3 light	4	12.203999757766724	0065-0136659459	0065-0136673193
1011	PHASE 1 dark	1	9838.1890001297	0065-0136660676	0065-0136661759
1012	PHASE 1 light	1	33136.648998975754	0065-0136660676	0065-0136661759
1013	PHASE 2 dark	1	18883.17999958992	0065-0136660676	0065-0136661759
1014	PHASE 3 dark	1	7684.362999916077	0065-0136660676	0065-0136661759
1015	PHASE 3 light	1	5910.282999992371	0065-0136660676	0065-0136661759
1016	PHASE 1 dark	2	909.5179998874664	0065-0136660676	0065-0136661759
1017	PHASE 2 dark	2	642.7660000324249	0065-0136660676	0065-0136661759
1018	PHASE 2 light	2	36484.25900053978	0065-0136660676	0065-0136661759
1019	PHASE 3 dark	2	7167.548002243042	0065-0136660676	0065-0136661759
1020	PHASE 3 light	2	25644.99499964714	0065-0136660676	0065-0136661759
1021	PHASE 1 dark	3	13439.2299990654	0065-0136660676	0065-0136661759
1022	PHASE 2 dark	3	33.033000230789185	0065-0136660676	0065-0136661759
1023	PHASE 3 dark	3	380.62800002098083	0065-0136660676	0065-0136661759
1024	PHASE 1 dark	4	757.0750002861023	0065-0136660676	0065-0136661759
1025	PHASE 1 light	4	289.0769999027252	0065-0136660676	0065-0136661759
1026	PHASE 2 dark	4	304.22399950027466	0065-0136660676	0065-0136661759
1027	PHASE 1 dark	1	9961.311000347137	0065-0136660676	0065-0136665886
1028	PHASE 1 light	1	30266.35999941826	0065-0136660676	0065-0136665886
1029	PHASE 2 dark	1	13974.414999485016	0065-0136660676	0065-0136665886
1030	PHASE 2 light	1	18.794000148773193	0065-0136660676	0065-0136665886
1031	PHASE 3 dark	1	5055.5599999427795	0065-0136660676	0065-0136665886
1032	PHASE 3 light	1	4423.085000038147	0065-0136660676	0065-0136665886
1033	PHASE 1 dark	2	1631.8100004196167	0065-0136660676	0065-0136665886
1034	PHASE 1 light	2	69.3840000629425	0065-0136660676	0065-0136665886
1035	PHASE 2 dark	2	1920.4039993286133	0065-0136660676	0065-0136665886
1036	PHASE 2 light	2	34296.587998628616	0065-0136660676	0065-0136665886
1037	PHASE 3 dark	2	7162.300000905991	0065-0136660676	0065-0136665886
1038	PHASE 3 light	2	28034.129000902176	0065-0136660676	0065-0136665886
1039	PHASE 1 dark	3	11458.660999059677	0065-0136660676	0065-0136665886
1040	PHASE 1 light	3	283.37600016593933	0065-0136660676	0065-0136665886
1041	PHASE 2 dark	3	1562.8169989585876	0065-0136660676	0065-0136665886
1042	PHASE 2 light	3	60.15300011634827	0065-0136660676	0065-0136665886
1043	PHASE 3 dark	3	548.1380007266998	0065-0136660676	0065-0136665886
1044	PHASE 3 light	3	232.48899960517883	0065-0136660676	0065-0136665886
1045	PHASE 1 dark	4	973.6209995746613	0065-0136660676	0065-0136665886
1046	PHASE 1 light	4	1277.3099992275238	0065-0136660676	0065-0136665886
1047	PHASE 2 dark	4	1335.2939987182617	0065-0136660676	0065-0136665886
1048	PHASE 2 light	4	30.111999988555908	0065-0136660676	0065-0136665886
1049	PHASE 3 dark	4	187.7530002593994	0065-0136660676	0065-0136665886
1050	PHASE 3 light	4	55.519999980926514	0065-0136660676	0065-0136665886
1051	PHASE 1 dark	1	10570.155999422073	0065-0136660676	0065-0136667521
1052	PHASE 1 light	1	32439.987000226974	0065-0136660676	0065-0136667521
1053	PHASE 2 dark	1	15846.474999904633	0065-0136660676	0065-0136667521
1054	PHASE 2 light	1	9.613999843597412	0065-0136660676	0065-0136667521
1055	PHASE 3 dark	1	13470.354999780655	0065-0136660676	0065-0136667521
1056	PHASE 3 light	1	6333.573000431061	0065-0136660676	0065-0136667521
1057	PHASE 1 dark	2	656.7569994926453	0065-0136660676	0065-0136667521
1058	PHASE 1 light	2	95.0	0065-0136660676	0065-0136667521
1059	PHASE 2 dark	2	1224.634000301361	0065-0136660676	0065-0136667521
1060	PHASE 2 light	2	36916.66300010681	0065-0136660676	0065-0136667521
1061	PHASE 3 dark	2	2844.175000190735	0065-0136660676	0065-0136667521
1062	PHASE 3 light	2	22162.602001190186	0065-0136660676	0065-0136667521
1063	PHASE 1 dark	3	9181.183000802994	0065-0136660676	0065-0136667521
1064	PHASE 2 dark	3	699.655999660492	0065-0136660676	0065-0136667521
1065	PHASE 2 light	3	14.666000127792358	0065-0136660676	0065-0136667521
1066	PHASE 3 dark	3	1184.5449998378754	0065-0136660676	0065-0136667521
1067	PHASE 3 light	3	164.57400012016296	0065-0136660676	0065-0136667521
1068	PHASE 1 dark	4	1306.7670004367828	0065-0136660676	0065-0136667521
1069	PHASE 1 light	4	1029.9140000343323	0065-0136660676	0065-0136667521
1070	PHASE 2 dark	4	1375.5540001392365	0065-0136660676	0065-0136667521
1071	PHASE 2 light	4	252.5990002155304	0065-0136660676	0065-0136667521
1072	PHASE 3 dark	4	1564.7119994163513	0065-0136660676	0065-0136667521
1073	PHASE 3 light	4	123.2170000076294	0065-0136660676	0065-0136667521
1074	PHASE 1 dark	1	3887.2100002765656	0065-0136660676	0065-0136670531
1075	PHASE 1 light	1	33466.30199980736	0065-0136660676	0065-0136670531
1076	PHASE 2 dark	1	16477.76999950409	0065-0136660676	0065-0136670531
1077	PHASE 3 dark	1	10931.050999641418	0065-0136660676	0065-0136670531
1078	PHASE 3 light	1	5707.353000402451	0065-0136660676	0065-0136670531
1079	PHASE 1 dark	2	829.7080001831055	0065-0136660676	0065-0136670531
1080	PHASE 1 light	2	13.492000102996826	0065-0136660676	0065-0136670531
1081	PHASE 2 dark	2	972.2019996643066	0065-0136660676	0065-0136670531
1082	PHASE 2 light	2	36835.28500080109	0065-0136660676	0065-0136670531
1083	PHASE 3 dark	2	7495.0290014743805	0065-0136660676	0065-0136670531
1084	PHASE 3 light	2	23255.614000082016	0065-0136660676	0065-0136670531
1085	PHASE 1 dark	3	12708.85200047493	0065-0136660676	0065-0136670531
1086	PHASE 1 light	3	71.37400007247925	0065-0136660676	0065-0136670531
1087	PHASE 2 dark	3	253.4480001926422	0065-0136660676	0065-0136670531
1088	PHASE 2 light	3	10.639000177383423	0065-0136660676	0065-0136670531
1089	PHASE 3 dark	3	187.47400045394897	0065-0136660676	0065-0136670531
1090	PHASE 1 dark	4	451.2279989719391	0065-0136660676	0065-0136670531
1091	PHASE 1 light	4	623.5740003585815	0065-0136660676	0065-0136670531
1092	PHASE 2 dark	4	1032.436000585556	0065-0136660676	0065-0136670531
1093	PHASE 2 light	4	14.371000051498413	0065-0136660676	0065-0136670531
1094	PHASE 3 dark	4	134.32900023460388	0065-0136660676	0065-0136670531
1095	PHASE 1 dark	1	10161.868001699448	0065-0136660676	0065-0136671473
1096	PHASE 1 light	1	30632.752999305725	0065-0136660676	0065-0136671473
1097	PHASE 2 dark	1	11573.22499871254	0065-0136660676	0065-0136671473
1098	PHASE 2 light	1	201.2170000076294	0065-0136660676	0065-0136671473
1099	PHASE 3 dark	1	13491.499998807907	0065-0136660676	0065-0136671473
1100	PHASE 3 light	1	7018.715000152588	0065-0136660676	0065-0136671473
1101	PHASE 1 dark	2	1803.4300003051758	0065-0136660676	0065-0136671473
1102	PHASE 1 light	2	3.634999990463257	0065-0136660676	0065-0136671473
1103	PHASE 2 dark	2	1326.9450001716614	0065-0136660676	0065-0136671473
1104	PHASE 2 light	2	36661.96500039101	0065-0136660676	0065-0136671473
1105	PHASE 3 dark	2	4060.1170003414154	0065-0136660676	0065-0136671473
1106	PHASE 3 light	2	22008.50600028038	0065-0136660676	0065-0136671473
